Email,TestId,WordId,LastLearnedTime,PercentLearned
davidburton270@example.com,0,920,2023-11-09 19:09:39,15
paulinejames152@example.com,0,591,2023-08-29 19:09:39,80
juansmith284@example.com,0,134,2024-03-24 19:09:39,31
norawhetsel276@example.com,0,40,2023-09-24 19:09:39,98
joshuacollier275@example.com,0,462,2023-12-28 19:09:39,82
cindyrice129@example.com,0,942,2023-05-12 19:09:39,16
alanhemmings17@example.com,0,829,2023-05-26 19:09:39,49
danielgobel237@example.com,0,572,2023-10-25 19:09:39,59
randybrunet202@example.com,0,273,2023-11-13 19:09:39,60
williamcarrousal44@example.com,0,794,2023-09-29 19:09:39,54
bonniephelps256@example.com,0,202,2023-10-27 19:09:39,51
michaelgentile126@example.com,0,91,2023-04-15 19:09:39,59
zacharyjones282@example.com,0,695,2023-10-05 19:09:39,54
petecorrigan134@example.com,0,524,2023-12-21 19:09:39,1
loriekauffman64@example.com,0,56,2024-03-24 19:09:39,2
lauramiller167@example.com,0,130,2023-12-08 19:09:39,37
charlespender196@example.com,0,723,2023-07-23 19:09:39,9
jimallen210@example.com,0,738,2023-08-28 19:09:39,48
sandrawallace80@example.com,0,149,2024-01-09 19:09:39,79
patricemclean112@example.com,0,86,2023-11-09 19:09:39,9
ruthwarren26@example.com,0,166,2023-06-07 19:09:39,89
petecorrigan134@example.com,0,407,2023-05-29 19:09:39,65
kimberlyalvardo232@example.com,0,38,2023-10-30 19:09:39,19
louiseclark57@example.com,0,608,2023-09-03 19:09:39,56
cynthiashultz127@example.com,0,9,2024-03-25 19:09:39,27
lamonttownsend103@example.com,0,954,2024-01-20 19:09:39,88
janiceohlsen132@example.com,0,99,2023-09-27 19:09:39,4
charlespender196@example.com,0,521,2023-09-05 19:09:39,8
norawhetsel276@example.com,0,207,2024-03-18 19:09:39,23
bretbrown36@example.com,0,755,2023-07-01 19:09:39,79
carlwebster206@example.com,0,792,2023-11-16 19:09:39,53
jamesstevens19@example.com,0,26,2024-03-06 19:09:39,43
patricialee84@example.com,0,81,2023-10-12 19:09:39,15
christopherwray177@example.com,0,685,2023-11-20 19:09:39,24
charlessawyer121@example.com,0,285,2024-01-28 19:09:39,67
helenhealy62@example.com,0,730,2023-06-03 19:09:39,14
davidburton270@example.com,0,506,2023-10-11 19:09:39,70
juanamcbride250@example.com,0,929,2024-03-11 19:09:39,90
juliansmoot192@example.com,0,940,2023-11-03 19:09:39,22
joelrodriquez146@example.com,0,631,2023-12-27 19:09:39,63
kaeasterwood191@example.com,0,634,2023-07-10 19:09:39,34
jacobday102@example.com,0,785,2023-12-19 19:09:39,66
vivianbauer63@example.com,0,390,2023-08-12 19:09:39,47
teshavrbka22@example.com,0,906,2024-01-30 19:09:39,40
mariadavis141@example.com,0,91,2023-10-06 19:09:39,9
davidburton270@example.com,0,862,2023-06-28 19:09:39,27
dorcasmcdaniel114@example.com,0,158,2024-02-12 19:09:39,97
markbouchard97@example.com,0,209,2023-07-20 19:09:39,21
margaretduncan193@example.com,0,901,2023-06-11 19:09:39,47
sheilamach37@example.com,0,892,2024-02-28 19:09:39,93
susanfaircloth78@example.com,0,675,2023-12-26 19:09:39,47
briancole99@example.com,0,468,2024-01-11 19:09:39,80
jamesperrone28@example.com,0,468,2023-11-21 19:09:39,11
leticiakenny228@example.com,0,405,2024-03-10 19:09:39,22
bradkingsley179@example.com,0,740,2023-11-16 19:09:39,78
jameswood107@example.com,0,808,2024-02-10 19:09:39,46
walterwhite118@example.com,0,112,2023-07-08 19:09:39,76
vivianbauer63@example.com,0,568,2023-10-21 19:09:39,96
gloriapalermo42@example.com,0,431,2024-01-04 19:09:39,55
heathernickles264@example.com,0,178,2024-03-19 19:09:39,61
patricemclean112@example.com,0,665,2024-02-02 19:09:39,6
rogerfothergill73@example.com,0,527,2024-03-31 19:09:39,48
annebew18@example.com,0,143,2023-07-20 19:09:39,49
randybrunet202@example.com,0,281,2023-11-01 19:09:39,23
stephaniegumina29@example.com,0,938,2023-06-03 19:09:39,59
margaretluna273@example.com,0,913,2023-12-25 19:09:39,8
vivianbauer63@example.com,0,612,2023-12-25 19:09:39,17
jamesspann295@example.com,0,941,2023-08-05 19:09:39,65
danielgobel237@example.com,0,322,2023-05-09 19:09:39,97
brandonsmith176@example.com,0,642,2023-08-02 19:09:39,73
donovanheinrich203@example.com,0,796,2023-08-05 19:09:39,100
charitymyers287@example.com,0,833,2023-05-26 19:09:39,92
jameslockett15@example.com,0,800,2023-08-25 19:09:39,0
bretbrown36@example.com,0,189,2023-08-12 19:09:39,17
michaelgentile126@example.com,0,433,2024-01-11 19:09:39,0
anaboswell12@example.com,0,284,2023-04-30 19:09:39,40
williambates8@example.com,0,93,2023-11-22 19:09:39,60
deborahfrazier59@example.com,0,100,2023-05-19 19:09:39,15
jamescampa158@example.com,0,358,2024-02-24 19:09:39,35
stevenhopkins207@example.com,0,534,2024-01-11 19:09:39,66
johnreed184@example.com,0,546,2023-07-30 19:09:39,82
johnanderson225@example.com,0,453,2023-05-24 19:09:39,45
erikawilliams296@example.com,0,352,2024-01-19 19:09:39,57
elwoodmackey125@example.com,0,278,2023-06-02 19:09:39,35
johnanderson225@example.com,0,419,2023-05-17 19:09:39,26
pasqualeherrera187@example.com,0,225,2024-02-22 19:09:39,89
dennisgurley172@example.com,0,266,2023-06-03 19:09:39,36
williamcarrousal44@example.com,0,831,2023-04-04 19:09:39,98
paulinejames152@example.com,0,636,2023-06-10 19:09:39,29
larrysnyder277@example.com,0,505,2023-04-18 19:09:39,68
terigrammer219@example.com,0,194,2023-04-25 19:09:39,85
karimarshall278@example.com,0,45,2023-11-03 19:09:39,82
jimallen210@example.com,0,374,2023-06-14 19:09:39,98
velmamcdaniel119@example.com,0,912,2024-01-26 19:09:39,71
carmenleri5@example.com,0,521,2024-01-07 19:09:39,14
josephwashington201@example.com,0,416,2023-11-29 19:09:39,80
markmeritt231@example.com,0,371,2023-05-31 19:09:39,80
charlespender196@example.com,0,656,2023-07-14 19:09:39,53
jasonbow183@example.com,0,26,2023-05-11 19:09:39,35
billestelle130@example.com,0,434,2023-04-21 19:09:39,4
lauramiller167@example.com,0,308,2023-06-13 19:09:39,28
stephaniethompson265@example.com,0,14,2023-05-14 19:09:39,12
paulattridge281@example.com,0,131,2023-06-09 19:09:39,96
charissaclark68@example.com,0,779,2023-11-24 19:09:39,74
eleanorjorgenson52@example.com,0,654,2023-09-24 19:09:39,4
andrewnoyes153@example.com,0,88,2024-02-29 19:09:39,29
carlwebster206@example.com,0,442,2024-02-03 19:09:39,87
kathryncole100@example.com,0,431,2024-03-20 19:09:39,37
charlessawyer121@example.com,0,953,2023-11-10 19:09:39,1
howardnewsome72@example.com,0,715,2023-07-01 19:09:39,78
juanamcbride250@example.com,0,222,2024-03-24 19:09:39,53
melonyjackson186@example.com,0,800,2023-12-24 19:09:39,47
pasqualeherrera187@example.com,0,853,2024-01-17 19:09:39,25
anaboswell12@example.com,0,169,2023-04-12 19:09:39,57
frankoliver223@example.com,0,400,2023-06-18 19:09:39,84
harveyyoung164@example.com,0,610,2023-11-20 19:09:39,1
keithbarth75@example.com,0,208,2023-05-29 19:09:39,42
ashleynewman267@example.com,0,856,2023-12-18 19:09:39,3
marygutierrez139@example.com,0,850,2023-05-10 19:09:39,80
annebew18@example.com,0,945,2024-01-07 19:09:39,58
eleanorjorgenson52@example.com,0,843,2023-10-04 19:09:39,6
charlessawyer121@example.com,0,363,2023-12-31 19:09:39,86
elizabethramsey38@example.com,0,891,2024-01-01 19:09:39,82
davidbritt178@example.com,0,283,2023-05-17 19:09:39,85
clintontimmons262@example.com,0,808,2023-10-21 19:09:39,19
evelynsorensen40@example.com,0,58,2023-05-17 19:09:39,94
geraldcarter76@example.com,0,579,2023-10-29 19:09:39,62
patsyemerson289@example.com,0,723,2023-05-01 19:09:39,72
kristineblasengame87@example.com,0,373,2024-01-06 19:09:39,25
octaviowiggins48@example.com,0,866,2023-10-03 19:09:39,100
jerryanderson261@example.com,0,940,2023-07-29 19:09:39,16
geraldinegrasso263@example.com,0,651,2023-04-26 19:09:39,92
edwardmartinez238@example.com,0,626,2023-06-09 19:09:39,51
arthurkrishun98@example.com,0,419,2023-04-04 19:09:39,16
tracidavis222@example.com,0,779,2023-05-12 19:09:39,46
johngonzalez213@example.com,0,218,2023-04-06 19:09:39,86
jimallen210@example.com,0,195,2023-10-07 19:09:39,24
jennifertaylor246@example.com,0,577,2023-09-06 19:09:39,93
juansmith284@example.com,0,409,2023-12-11 19:09:39,72
brandonparks101@example.com,0,559,2023-06-05 19:09:39,12
devonhardy116@example.com,0,937,2024-02-24 19:09:39,51
clifforddews239@example.com,0,567,2024-02-23 19:09:39,91
bradkingsley179@example.com,0,526,2023-09-04 19:09:39,92
marilynlande137@example.com,0,499,2023-12-11 19:09:39,68
bettybecker46@example.com,0,312,2023-06-06 19:09:39,72
marionespinosa92@example.com,0,476,2023-09-03 19:09:39,5
erikawilliams296@example.com,0,177,2023-11-12 19:09:39,36
alanwaters160@example.com,0,508,2024-03-31 19:09:39,39
anaboswell12@example.com,0,12,2023-06-12 19:09:39,49
williamgunnell117@example.com,0,810,2023-12-15 19:09:39,43
sheldonelliott271@example.com,0,540,2024-02-20 19:09:39,75
tanyamojica70@example.com,0,213,2023-04-13 19:09:39,93
andrewmincey24@example.com,0,629,2023-05-30 19:09:39,9
lesliesaxon94@example.com,0,261,2023-05-20 19:09:39,70
sandrahauser86@example.com,0,305,2024-02-18 19:09:39,17
juancraft111@example.com,0,315,2023-06-08 19:09:39,50
jameslarue217@example.com,0,360,2024-02-15 19:09:39,59
ashleynewman267@example.com,0,873,2023-10-20 19:09:39,18
johnreed184@example.com,0,448,2023-05-12 19:09:39,53
stephaniethompson265@example.com,0,661,2023-04-15 19:09:39,55
helencarroll293@example.com,0,557,2023-06-03 19:09:39,45
amandamassie188@example.com,0,564,2024-01-29 19:09:39,76
thomasmadden216@example.com,0,882,2024-01-31 19:09:39,77
bettybecker46@example.com,0,501,2023-06-12 19:09:39,58
alicederr93@example.com,0,933,2023-12-25 19:09:39,79
josephwashington201@example.com,0,775,2023-07-04 19:09:39,61
rickybasham171@example.com,0,614,2024-01-06 19:09:39,40
janejones274@example.com,0,578,2024-03-05 19:09:39,7
josephwashington201@example.com,0,763,2023-12-23 19:09:39,60
lisawalls236@example.com,0,460,2024-03-29 19:09:39,45
manuelsmith230@example.com,0,692,2023-10-26 19:09:39,28
nonacoy43@example.com,0,194,2023-07-19 19:09:39,27
margaretduncan193@example.com,0,441,2023-07-17 19:09:39,76
evabrown197@example.com,0,50,2023-04-25 19:09:39,80
kimberlyalvardo232@example.com,0,60,2023-12-17 19:09:39,43
lamonttownsend103@example.com,0,147,2023-05-13 19:09:39,78
margaretduncan193@example.com,0,205,2023-12-29 19:09:39,59
anaboswell12@example.com,0,280,2023-07-08 19:09:39,36
devonhardy116@example.com,0,612,2023-09-10 19:09:39,84
alanhemmings17@example.com,0,555,2023-06-03 19:09:39,75
maryschuyler66@example.com,0,253,2023-08-18 19:09:39,65
lauraruiz49@example.com,0,304,2023-07-01 19:09:39,24
edwardandrews85@example.com,0,237,2023-08-21 19:09:39,50
irishodges288@example.com,0,677,2024-02-06 19:09:39,11
samuelgrice243@example.com,0,134,2023-04-09 19:09:39,87
larrysnyder277@example.com,0,108,2023-10-28 19:09:39,48
jeffryjohnson200@example.com,0,430,2024-01-20 19:09:39,48
charlieperson229@example.com,0,359,2023-05-05 19:09:39,47
jenniferestelle227@example.com,0,764,2023-07-23 19:09:39,45
kaeasterwood191@example.com,0,423,2023-06-16 19:09:39,63
reubenwheeler161@example.com,0,327,2023-04-23 19:09:39,82
johnreed184@example.com,0,35,2023-12-22 19:09:39,2
carollittle47@example.com,0,51,2023-11-02 19:09:39,11
frederickcouture156@example.com,0,77,2024-02-26 19:09:39,89
jeffprater174@example.com,0,818,2023-05-12 19:09:39,75
geraldrikard11@example.com,0,466,2023-10-02 19:09:39,54
pasqualeherrera187@example.com,0,838,2023-07-03 19:09:39,91
juancraft111@example.com,0,177,2024-02-03 19:09:39,14
howardbronk81@example.com,0,811,2023-10-04 19:09:39,30
ellenrogers151@example.com,0,489,2023-04-28 19:09:39,62
margaretluna273@example.com,0,241,2023-11-04 19:09:39,62
lowellkeller140@example.com,0,641,2024-02-02 19:09:39,83
carlkelley56@example.com,0,729,2023-10-20 19:09:39,90
raymondsims150@example.com,0,528,2023-04-19 19:09:39,10
norawhetsel276@example.com,0,448,2023-06-06 19:09:39,77
josephwashington201@example.com,0,806,2023-10-12 19:09:39,33
ellajones7@example.com,0,812,2023-10-17 19:09:39,36
amandamassie188@example.com,0,283,2023-06-12 19:09:39,94
cindyrice129@example.com,0,147,2023-12-18 19:09:39,15
heathertaylor251@example.com,0,178,2023-08-20 19:09:39,33
edwardmann4@example.com,0,463,2023-06-05 19:09:39,74
alicelundeen245@example.com,0,307,2023-07-27 19:09:39,95
kazukoroberts21@example.com,0,928,2024-02-05 19:09:39,32
ellisavellino135@example.com,0,222,2023-12-19 19:09:39,7
elizabethramsey38@example.com,0,245,2023-06-16 19:09:39,4
alicestone249@example.com,0,685,2023-12-25 19:09:39,51
ellastevens185@example.com,0,450,2023-05-13 19:09:39,74
keithbarth75@example.com,0,530,2023-08-23 19:09:39,45
jasonbow183@example.com,0,293,2024-01-10 19:09:39,88
howardnewsome72@example.com,0,784,2023-09-16 19:09:39,26
lisawalls236@example.com,0,71,2023-09-14 19:09:39,95
patsyemerson289@example.com,0,392,2023-11-19 19:09:39,69
sandrawallace80@example.com,0,796,2024-01-09 19:09:39,28
devonsalcedo35@example.com,0,551,2024-03-15 19:09:39,18
patricemclean112@example.com,0,725,2023-06-07 19:09:39,32
ellisconnelly53@example.com,0,594,2024-02-14 19:09:39,81
jamesperrone28@example.com,0,494,2023-11-13 19:09:39,54
rexuttech95@example.com,0,80,2023-09-24 19:09:39,85
anaboswell12@example.com,0,785,2023-11-17 19:09:39,50
stephaniegumina29@example.com,0,458,2024-02-24 19:09:39,35
cynthiashultz127@example.com,0,60,2023-07-18 19:09:39,40
scottfitzpatrick205@example.com,0,563,2023-10-06 19:09:39,90
glenhendrickson10@example.com,0,582,2023-10-05 19:09:39,94
juliansmoot192@example.com,0,905,2023-04-20 19:09:39,7
ellisconnelly53@example.com,0,652,2023-09-04 19:09:39,28
brandonroot55@example.com,0,481,2023-06-22 19:09:39,23
cindyrice129@example.com,0,706,2023-08-01 19:09:39,48
billestelle130@example.com,0,901,2023-09-19 19:09:39,65
luisbrunk25@example.com,0,84,2023-08-02 19:09:39,44
petertuai120@example.com,0,42,2023-04-15 19:09:39,62
gordonkeil110@example.com,0,773,2023-04-16 19:09:39,25
jameshorowitz280@example.com,0,228,2023-06-28 19:09:39,34
shawndonelson209@example.com,0,388,2023-09-07 19:09:39,65
robertcummings234@example.com,0,776,2023-06-02 19:09:39,86
brandonsmith176@example.com,0,829,2023-09-22 19:09:39,74
billestelle130@example.com,0,600,2023-07-19 19:09:39,55
alicelundeen245@example.com,0,785,2023-06-23 19:09:39,22
annebew18@example.com,0,750,2023-10-10 19:09:39,80
gloriapalermo42@example.com,0,687,2023-09-22 19:09:39,19
lesliesaxon94@example.com,0,786,2023-09-02 19:09:39,18
larrysnyder277@example.com,0,798,2023-05-05 19:09:39,45
stephanjenkins189@example.com,0,817,2023-10-17 19:09:39,44
geraldrikard11@example.com,0,531,2023-05-10 19:09:39,79
tracyslick190@example.com,0,213,2023-09-06 19:09:39,63
manuelsmith230@example.com,0,678,2023-12-05 19:09:39,96
matthewterry253@example.com,0,824,2024-03-17 19:09:39,17
samuelgrice243@example.com,0,765,2023-09-19 19:09:39,0
carlosgarcia51@example.com,0,382,2023-12-12 19:09:39,64
harveyyoung164@example.com,0,433,2023-12-23 19:09:39,86
jeremydorris298@example.com,0,888,2023-05-24 19:09:39,6
louishasty194@example.com,0,550,2024-03-01 19:09:39,78
geraldinegrasso263@example.com,0,753,2023-05-13 19:09:39,44
susanfaircloth78@example.com,0,715,2023-07-05 19:09:39,19
alicelundeen245@example.com,0,793,2023-11-13 19:09:39,34
gloriapalermo42@example.com,0,480,2023-06-12 19:09:39,97
christopherdugan212@example.com,0,25,2024-03-29 19:09:39,47
leekarsten133@example.com,0,263,2024-02-14 19:09:39,81
kevincausey272@example.com,0,870,2023-11-08 19:09:39,98
stephaniegumina29@example.com,0,436,2023-10-11 19:09:39,71
jeremydorris298@example.com,0,524,2023-11-10 19:09:39,30
sandrahauser86@example.com,0,196,2023-06-20 19:09:39,42
nedajimenez122@example.com,0,201,2024-01-19 19:09:39,69
rosecarroll215@example.com,0,173,2023-04-18 19:09:39,81
janiceohlsen132@example.com,0,764,2023-08-09 19:09:39,44
davidbritt178@example.com,0,618,2023-10-09 19:09:39,23
donovanheinrich203@example.com,0,723,2023-06-11 19:09:39,56
louiseclark57@example.com,0,215,2024-02-14 19:09:39,31
ellisconnelly53@example.com,0,804,2023-05-07 19:09:39,36
alicelundeen245@example.com,0,878,2023-12-19 19:09:39,77
jameslockett15@example.com,0,77,2023-07-24 19:09:39,34
larhondakeith104@example.com,0,140,2023-08-03 19:09:39,22
juancraft111@example.com,0,234,2023-06-19 19:09:39,74
christopherwray177@example.com,0,237,2023-05-30 19:09:39,4
davidlong1@example.com,0,531,2023-05-15 19:09:39,71
davidbritt178@example.com,0,536,2023-06-08 19:09:39,58
paulinejames152@example.com,0,943,2023-10-04 19:09:39,19
randybrunet202@example.com,0,55,2024-03-03 19:09:39,49
clifforddews239@example.com,0,402,2024-01-29 19:09:39,39
ellenrogers151@example.com,0,378,2024-03-29 19:09:39,65
teshavrbka22@example.com,0,143,2024-02-02 19:09:39,67
alicederr93@example.com,0,677,2023-06-02 19:09:39,28
georgemann77@example.com,0,622,2023-07-09 19:09:39,47
jamescampa158@example.com,0,234,2023-06-27 19:09:39,41
velmamcdaniel119@example.com,0,550,2023-06-25 19:09:39,49
jermainesorenson2@example.com,0,392,2023-05-02 19:09:39,39
donovanheinrich203@example.com,0,924,2024-01-04 19:09:39,73
walterwhite118@example.com,0,303,2023-04-27 19:09:39,1
jacquelinejones180@example.com,0,277,2023-08-12 19:09:39,16
jerryanderson261@example.com,0,143,2023-06-13 19:09:39,69
margaretduncan193@example.com,0,853,2024-02-18 19:09:39,46
elwoodmackey125@example.com,0,417,2024-01-15 19:09:39,95
andrewcook74@example.com,0,193,2023-06-05 19:09:39,55
terriharten269@example.com,0,30,2023-10-10 19:09:39,85
ellisconnelly53@example.com,0,488,2024-01-02 19:09:39,70
alanhemmings17@example.com,0,409,2023-10-09 19:09:39,52
ardathrayos165@example.com,0,746,2023-06-16 19:09:39,34
carollittle47@example.com,0,633,2023-07-25 19:09:39,81
davidburton270@example.com,0,873,2023-09-04 19:09:39,95
terriharten269@example.com,0,526,2023-07-10 19:09:39,41
jamescrawford33@example.com,0,214,2023-07-20 19:09:39,84
randelllove283@example.com,0,713,2023-09-20 19:09:39,73
tracidavis222@example.com,0,563,2024-02-10 19:09:39,37
louiseclark57@example.com,0,23,2023-09-12 19:09:39,10
petertuai120@example.com,0,783,2024-01-10 19:09:39,83
larhondakeith104@example.com,0,788,2024-01-28 19:09:39,38
adrianclark131@example.com,0,717,2024-01-20 19:09:39,18
donaldedwards242@example.com,0,593,2023-06-15 19:09:39,82
dianehenderson13@example.com,0,80,2023-10-15 19:09:39,78
patricemclean112@example.com,0,680,2023-09-24 19:09:39,99
leroyburmside6@example.com,0,666,2023-08-23 19:09:39,15
manuelsmith230@example.com,0,668,2024-02-26 19:09:39,98
andrewnoyes153@example.com,0,878,2023-12-24 19:09:39,86
patricialee84@example.com,0,352,2023-06-05 19:09:39,86
petecorrigan134@example.com,0,446,2023-08-02 19:09:39,28
reginamelgar32@example.com,0,327,2023-07-20 19:09:39,58
alanhemmings17@example.com,0,573,2023-07-08 19:09:39,93
geraldcarter76@example.com,0,627,2024-02-02 19:09:39,25
tracismith83@example.com,0,819,2023-06-23 19:09:39,38
larrysnyder277@example.com,0,269,2023-08-27 19:09:39,18
brianmcclure226@example.com,0,228,2024-03-19 19:09:39,23
tanyamojica70@example.com,0,750,2023-11-13 19:09:39,89
samuelgrice243@example.com,0,191,2023-12-05 19:09:39,73
lisawalls236@example.com,0,407,2023-08-04 19:09:39,26
melaniebush235@example.com,0,548,2023-07-13 19:09:39,78
charlesmcinnis41@example.com,0,941,2023-07-04 19:09:39,55
kaeasterwood191@example.com,0,383,2023-04-25 19:09:39,88
carlwebster206@example.com,0,428,2024-03-04 19:09:39,16
louishasty194@example.com,0,305,2023-05-12 19:09:39,54
ianoxendine39@example.com,0,437,2023-05-21 19:09:39,22
joanmcintire45@example.com,0,457,2023-12-28 19:09:39,32
deloramorasca291@example.com,0,743,2023-07-22 19:09:39,44
jamesperrone28@example.com,0,213,2023-11-21 19:09:39,88
juancraft111@example.com,0,656,2023-07-05 19:09:39,76
